phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
22581,32875,14785,Omeprazole,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,15462,Esomeprazole,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,15420,Pantoprazole,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,15144,Rabeprazole,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22581,32875,14702,Ranitidine,drug,Zollinger-Ellison syndrome,disease,Erythema,effect/phenotype
22613,32879,15180,Fusidic acid,drug,neurotrophic keratopathy,disease,Blurred vision,effect/phenotype
22613,32879,20418,Tobramycin,drug,neurotrophic keratopathy,disease,Blurred vision,effect/phenotype
22859,31723,14320,Dexamethasone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14019,Betamethasone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14028,Hydrocortisone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14269,Methylprednisolone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14030,Prednisolone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14024,Prednisone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
22859,31723,14023,Triamcinolone,drug,autoimmune hemolytic anemia,disease,Congestive heart failure,effect/phenotype
23833,31723,14320,Dexamethasone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14019,Betamethasone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14028,Hydrocortisone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14269,Methylprednisolone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14030,Prednisolone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14024,Prednisone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
23833,31723,14023,Triamcinolone,drug,autoimmune hemolytic anemia,disease,Tachycardia,effect/phenotype
22952,31723,14320,Dexamethasone,drug,autoimmune hemolytic anemia,disease,Fever,effect/phenotype
22952,31723,14019,Betamethasone,drug,autoimmune hemolytic anemia,disease,Fever,effect/phenotype
22952,31723,14028,Hydrocortisone,drug,autoimmune hemolytic anemia,disease,Fever,effect/phenotype
22952,31723,14024,Prednisone,drug,autoimmune hemolytic anemia,disease,Fever,effect/phenotype
22952,31723,14023,Triamcinolone,drug,autoimmune hemolytic anemia,disease,Fever,effect/phenotype
23002,31723,14320,Dexamethasone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14019,Betamethasone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14028,Hydrocortisone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14269,Methylprednisolone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14030,Prednisolone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14024,Prednisone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23002,31723,14023,Triamcinolone,drug,autoimmune hemolytic anemia,disease,Headache,effect/phenotype
23901,31723,14269,Methylprednisolone,drug,autoimmune hemolytic anemia,disease,Arthralgia,effect/phenotype
23901,31723,14024,Prednisone,drug,autoimmune hemolytic anemia,disease,Arthralgia,effect/phenotype
23002,32899,14208,Testosterone,drug,pituitary deficiency due to Rathke's pouch cysts,disease,Headache,effect/phenotype
84675,32899,14208,Testosterone,drug,pituitary deficiency due to Rathke's pouch cysts,disease,Diplopia,effect/phenotype
23002,27741,14208,Testosterone,drug,pituitary deficiency due to empty sella turcica syndrome,disease,Headache,effect/phenotype
84675,27741,14208,Testosterone,drug,pituitary deficiency due to empty sella turcica syndrome,disease,Diplopia,effect/phenotype
84675,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Diplopia,effect/phenotype
85015,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Palpitations,effect/phenotype
25201,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Vertigo,effect/phenotype
23901,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Arthralgia,effect/phenotype
84767,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Dry skin,effect/phenotype
22953,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Hypoglycemia,effect/phenotype
84409,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Nausea,effect/phenotype
23002,32905,14208,Testosterone,drug,Sheehan syndrome,disease,Headache,effect/phenotype
22594,32909,14060,Levothyroxine,drug,medullary thyroid gland carcinoma,disease,Hyperhidrosis,effect/phenotype
22594,32909,14275,Doxorubicin,drug,medullary thyroid gland carcinoma,disease,Hyperhidrosis,effect/phenotype
22999,32909,14060,Levothyroxine,drug,medullary thyroid gland carcinoma,disease,Dysphagia,effect/phenotype
22999,32909,14275,Doxorubicin,drug,medullary thyroid gland carcinoma,disease,Dysphagia,effect/phenotype
23214,32909,14275,Doxorubicin,drug,medullary thyroid gland carcinoma,disease,Lymphadenopathy,effect/phenotype
24289,32909,14275,Doxorubicin,drug,medullary thyroid gland carcinoma,disease,Dysphonia,effect/phenotype
25945,32918,15180,Fusidic acid,drug,vernal keratoconjunctivitis,disease,Pruritus,effect/phenotype
25945,32918,20418,Tobramycin,drug,vernal keratoconjunctivitis,disease,Pruritus,effect/phenotype
25945,32918,20555,Lodoxamide,drug,vernal keratoconjunctivitis,disease,Pruritus,effect/phenotype
22999,32924,17335,Porfimer sodium,drug,carcinoma of esophagus,disease,Dysphagia,effect/phenotype
26336,32924,17335,Porfimer sodium,drug,carcinoma of esophagus,disease,Chest pain,effect/phenotype
23157,32930,15440,Nimodipine,drug,acquired aneurysmal subarachnoid hemorrhage,disease,Vomiting,effect/phenotype
84409,32930,15440,Nimodipine,drug,acquired aneurysmal subarachnoid hemorrhage,disease,Nausea,effect/phenotype
23002,32930,15440,Nimodipine,drug,acquired aneurysmal subarachnoid hemorrhage,disease,Headache,effect/phenotype
22859,32930,15440,Nimodipine,drug,acquired aneurysmal subarachnoid hemorrhage,disease,Congestive heart failure,effect/phenotype
22594,32932,15456,Amphotericin B,drug,brucellosis,disease,Hyperhidrosis,effect/phenotype
22718,32932,15914,Minocycline,drug,brucellosis,disease,Arthritis,effect/phenotype
24143,32932,15456,Amphotericin B,drug,brucellosis,disease,Splenomegaly,effect/phenotype
33730,32932,15456,Amphotericin B,drug,brucellosis,disease,Leukopenia,effect/phenotype
33730,32932,15180,Fusidic acid,drug,brucellosis,disease,Leukopenia,effect/phenotype
33730,32932,18590,Streptomycin,drug,brucellosis,disease,Leukopenia,effect/phenotype
33730,32932,15425,Doxycycline,drug,brucellosis,disease,Leukopenia,effect/phenotype
33730,32932,15914,Minocycline,drug,brucellosis,disease,Leukopenia,effect/phenotype
22952,32932,15456,Amphotericin B,drug,brucellosis,disease,Fever,effect/phenotype
22952,32932,18590,Streptomycin,drug,brucellosis,disease,Fever,effect/phenotype
22952,32932,15425,Doxycycline,drug,brucellosis,disease,Fever,effect/phenotype
22952,32932,14230,Tetracycline,drug,brucellosis,disease,Fever,effect/phenotype
84409,32932,15456,Amphotericin B,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,15180,Fusidic acid,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,18590,Streptomycin,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,15425,Doxycycline,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,14230,Tetracycline,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,15914,Minocycline,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,14201,Oxytetracycline,drug,brucellosis,disease,Nausea,effect/phenotype
84409,32932,16867,Demeclocycline,drug,brucellosis,disease,Nausea,effect/phenotype
24199,32932,15456,Amphotericin B,drug,brucellosis,disease,Hepatomegaly,effect/phenotype
23901,32932,15456,Amphotericin B,drug,brucellosis,disease,Arthralgia,effect/phenotype
23901,32932,15425,Doxycycline,drug,brucellosis,disease,Arthralgia,effect/phenotype
23901,32932,14230,Tetracycline,drug,brucellosis,disease,Arthralgia,effect/phenotype
23901,32932,15914,Minocycline,drug,brucellosis,disease,Arthralgia,effect/phenotype
23901,32932,16867,Demeclocycline,drug,brucellosis,disease,Arthralgia,effect/phenotype
24337,32932,15456,Amphotericin B,drug,brucellosis,disease,Abnormality of the gastrointestinal tract,effect/phenotype
24337,32932,15180,Fusidic acid,drug,brucellosis,disease,Abnormality of the gastrointestinal tract,effect/phenotype
24337,32932,15425,Doxycycline,drug,brucellosis,disease,Abnormality of the gastrointestinal tract,effect/phenotype
25620,32932,15914,Minocycline,drug,brucellosis,disease,Fatigue,effect/phenotype
24461,32932,15456,Amphotericin B,drug,brucellosis,disease,Abnormality of the skin,effect/phenotype
24461,32932,15180,Fusidic acid,drug,brucellosis,disease,Abnormality of the skin,effect/phenotype
22934,32932,15456,Amphotericin B,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,15180,Fusidic acid,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,18590,Streptomycin,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,15425,Doxycycline,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,14230,Tetracycline,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,15914,Minocycline,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,14201,Oxytetracycline,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22934,32932,16867,Demeclocycline,drug,brucellosis,disease,Thrombocytopenia,effect/phenotype
22923,32932,15456,Amphotericin B,drug,brucellosis,disease,Leukocytosis,effect/phenotype
23157,32932,15456,Amphotericin B,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,15180,Fusidic acid,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,18590,Streptomycin,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,15425,Doxycycline,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,14230,Tetracycline,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,15914,Minocycline,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,14201,Oxytetracycline,drug,brucellosis,disease,Vomiting,effect/phenotype
23157,32932,16867,Demeclocycline,drug,brucellosis,disease,Vomiting,effect/phenotype
23158,32932,15456,Amphotericin B,drug,brucellosis,disease,Abdominal pain,effect/phenotype
23158,32932,15180,Fusidic acid,drug,brucellosis,disease,Abdominal pain,effect/phenotype
23158,32932,15425,Doxycycline,drug,brucellosis,disease,Abdominal pain,effect/phenotype
23158,32932,15914,Minocycline,drug,brucellosis,disease,Abdominal pain,effect/phenotype
33751,32932,15456,Amphotericin B,drug,brucellosis,disease,Pneumonia,effect/phenotype
33751,32932,15914,Minocycline,drug,brucellosis,disease,Pneumonia,effect/phenotype
25150,32932,15456,Amphotericin B,drug,brucellosis,disease,Pleural effusion,effect/phenotype
23002,32932,15456,Amphotericin B,drug,brucellosis,disease,Headache,effect/phenotype
23002,32932,15180,Fusidic acid,drug,brucellosis,disease,Headache,effect/phenotype
23002,32932,15425,Doxycycline,drug,brucellosis,disease,Headache,effect/phenotype
23002,32932,15914,Minocycline,drug,brucellosis,disease,Headache,effect/phenotype
23002,32932,16867,Demeclocycline,drug,brucellosis,disease,Headache,effect/phenotype
23214,32932,15914,Minocycline,drug,brucellosis,disease,Lymphadenopathy,effect/phenotype
22457,32932,15456,Amphotericin B,drug,brucellosis,disease,Peripheral neuropathy,effect/phenotype
23254,32932,15425,Doxycycline,drug,brucellosis,disease,Bronchitis,effect/phenotype
23254,32932,15914,Minocycline,drug,brucellosis,disease,Bronchitis,effect/phenotype
23168,32932,15456,Amphotericin B,drug,brucellosis,disease,Abnormality of the cardiovascular system,effect/phenotype
23183,32932,15456,Amphotericin B,drug,brucellosis,disease,Thrombophlebitis,effect/phenotype
23183,32932,15180,Fusidic acid,drug,brucellosis,disease,Thrombophlebitis,effect/phenotype
89572,32932,15914,Minocycline,drug,brucellosis,disease,Myocarditis,effect/phenotype
22998,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Gait disturbance,effect/phenotype
24284,29652,15185,Tetrabenazine,drug,Huntington disease-like,disease,Memory impairment,effect/phenotype
22998,28772,17303,Miglustat,drug,Gaucher disease,disease,Gait disturbance,effect/phenotype
22934,32949,15456,Amphotericin B,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,15180,Fusidic acid,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,15425,Doxycycline,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,14230,Tetracycline,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,15914,Minocycline,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,14201,Oxytetracycline,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22934,32949,16867,Demeclocycline,drug,relapsing fever,disease,Thrombocytopenia,effect/phenotype
22952,32949,15456,Amphotericin B,drug,relapsing fever,disease,Fever,effect/phenotype
22952,32949,15425,Doxycycline,drug,relapsing fever,disease,Fever,effect/phenotype
22952,32949,14230,Tetracycline,drug,relapsing fever,disease,Fever,effect/phenotype
22585,32949,15456,Amphotericin B,drug,relapsing fever,disease,Jaundice,effect/phenotype
22585,32949,15180,Fusidic acid,drug,relapsing fever,disease,Jaundice,effect/phenotype
22585,32949,15914,Minocycline,drug,relapsing fever,disease,Jaundice,effect/phenotype
22923,32949,15456,Amphotericin B,drug,relapsing fever,disease,Leukocytosis,effect/phenotype
23002,32949,15456,Amphotericin B,drug,relapsing fever,disease,Headache,effect/phenotype
23002,32949,15180,Fusidic acid,drug,relapsing fever,disease,Headache,effect/phenotype
23002,32949,15425,Doxycycline,drug,relapsing fever,disease,Headache,effect/phenotype
23002,32949,15914,Minocycline,drug,relapsing fever,disease,Headache,effect/phenotype
23002,32949,16867,Demeclocycline,drug,relapsing fever,disease,Headache,effect/phenotype
24475,32949,15456,Amphotericin B,drug,relapsing fever,disease,Elevated hepatic transaminase,effect/phenotype
23544,32949,15456,Amphotericin B,drug,relapsing fever,disease,Myalgia,effect/phenotype
23544,32949,15425,Doxycycline,drug,relapsing fever,disease,Myalgia,effect/phenotype
23544,32949,15914,Minocycline,drug,relapsing fever,disease,Myalgia,effect/phenotype
23833,32949,15456,Amphotericin B,drug,relapsing fever,disease,Tachycardia,effect/phenotype
23833,32949,15425,Doxycycline,drug,relapsing fever,disease,Tachycardia,effect/phenotype
33730,32949,15456,Amphotericin B,drug,relapsing fever,disease,Leukopenia,effect/phenotype
33730,32949,15180,Fusidic acid,drug,relapsing fever,disease,Leukopenia,effect/phenotype
33730,32949,15425,Doxycycline,drug,relapsing fever,disease,Leukopenia,effect/phenotype
33730,32949,15914,Minocycline,drug,relapsing fever,disease,Leukopenia,effect/phenotype
85002,32949,15456,Amphotericin B,drug,relapsing fever,disease,Acute kidney injury,effect/phenotype
85002,32949,15180,Fusidic acid,drug,relapsing fever,disease,Acute kidney injury,effect/phenotype
85002,32949,15425,Doxycycline,drug,relapsing fever,disease,Acute kidney injury,effect/phenotype
85002,32949,15914,Minocycline,drug,relapsing fever,disease,Acute kidney injury,effect/phenotype
85002,32949,16867,Demeclocycline,drug,relapsing fever,disease,Acute kidney injury,effect/phenotype
23157,32949,15456,Amphotericin B,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,15180,Fusidic acid,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,15425,Doxycycline,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,14230,Tetracycline,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,15914,Minocycline,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,14201,Oxytetracycline,drug,relapsing fever,disease,Vomiting,effect/phenotype
23157,32949,16867,Demeclocycline,drug,relapsing fever,disease,Vomiting,effect/phenotype
23158,32949,15456,Amphotericin B,drug,relapsing fever,disease,Abdominal pain,effect/phenotype
23158,32949,15180,Fusidic acid,drug,relapsing fever,disease,Abdominal pain,effect/phenotype
23158,32949,15425,Doxycycline,drug,relapsing fever,disease,Abdominal pain,effect/phenotype
23158,32949,15914,Minocycline,drug,relapsing fever,disease,Abdominal pain,effect/phenotype
23901,32949,15456,Amphotericin B,drug,relapsing fever,disease,Arthralgia,effect/phenotype
23901,32949,15425,Doxycycline,drug,relapsing fever,disease,Arthralgia,effect/phenotype
23901,32949,14230,Tetracycline,drug,relapsing fever,disease,Arthralgia,effect/phenotype
23901,32949,15914,Minocycline,drug,relapsing fever,disease,Arthralgia,effect/phenotype
23901,32949,16867,Demeclocycline,drug,relapsing fever,disease,Arthralgia,effect/phenotype
25620,32949,15914,Minocycline,drug,relapsing fever,disease,Fatigue,effect/phenotype
26160,32949,15456,Amphotericin B,drug,relapsing fever,disease,Cough,effect/phenotype
26160,32949,15425,Doxycycline,drug,relapsing fever,disease,Cough,effect/phenotype
26160,32949,15914,Minocycline,drug,relapsing fever,disease,Cough,effect/phenotype
23764,32949,15456,Amphotericin B,drug,relapsing fever,disease,Epistaxis,effect/phenotype
23284,32949,15456,Amphotericin B,drug,relapsing fever,disease,Hematuria,effect/phenotype
