drug_index,disease_index,related_phenotypes,related_proteins,drug_name,drug_type,disease_name,disease_type
14836,33605,"[25744, 94267, 94549, 27095]","[7040, 33913, 8192, 11136, 11143, 1927, 4620, 5137, 2452, 2965, 2329, 22045, 5534, 1567, 3233, 8354, 6309, 6567, 2472, 13097, 3495, 172, 5938, 7607, 2617, 9021, 7872, 321, 5058, 9029, 5963, 11857, 211, 213, 4186, 4315, 3932, 1760, 2401, 8805, 1256, 4969, 361, 9196, 2797, 1004, 21999, 1650, 33907, 2036, 7161, 4348, 3199]",Ramipril,drug,hypotensive disorder,disease
20290,33632,"[94305, 22921, 94349, 22929, 23729, 94200, 94363]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]","Sodium phosphate, monobasic",drug,anemia (disease),disease
14843,31380,"[22212, 94246, 22759, 22197, 89143]","[4098, 9733, 3080, 1545, 4618, 4105, 1544, 7689, 5137, 9234, 6161, 7188, 8725, 3605, 1556, 25, 26, 27, 4127, 1567, 6175, 34, 2084, 4137, 9257, 6700, 10285, 2605, 3631, 2099, 6707, 1591, 2104, 1083, 10812, 2621, 13373, 6719, 1600, 6207, 67, 1606, 3657, 591, 593, 3666, 2131, 594, 1106, 6742, 22103, 22098, 602, 3164, 5728, 610, 5731, 10338, 6757, 9833, 1641, 5739, 33898, 33899, 5230, 3696, 116, 2677, 10358, 10870, 3192, 632, 8825, 6779, 125, 10877, 1662, 9855, 2176, 1666, 4227, 1156, 1155, 1667, 5250, 12936, 7817, 5261, 4238, 1168, 5266, 662, 4246, 6806, 666, 1184, 7333, 2215, 169, 7338, 5291, 10412, 3757, 5803, 5807, 9904, 2225, 6833, 1200, 2228, 7350, 12983, 11448, 6329, 187, 6331, 5821, 1726, 7870, 13165, 194, 4807, 1742, 2766, 4817, 10961, 1748, 5849, 6874, 4315, 729, 10975, 34530, 4323, 1254, 7911, 34023, 3818, 5354, 236, 5357, 34546, 3828, 8441, 1785, 766, 7423, 256, 1798, 6408, 7950, 8465, 1298, 9722, 2321, 6933, 1814, 2329, 282, 34073, 6940, 1309, 1310, 4893, 8484, 2854, 6439, 3366, 13097, 7979, 4397, 5422, 10541, 1842, 3378, 7988, 822, 12086, 6966, 3906, 10052, 4933, 326, 11259, 4425, 332, 4941, 2382, 6990, 848, 3920, 1868, 34642, 8022, 10582, 5974, 349, 4959, 866, 12282, 2916, 2918, 4967, 2920, 3434, 34667, 34668, 34669, 7022, 2927, 12653, 34670, 34671, 34672, 34673, 885, 4982, 2423, 34674, 2938, 6526, 4481, 6019, 902, 7046, 1928, 395, 5004, 3982, 4495, 1935, 4497, 2448, 915, 9620, 1943, 8094, 3489, 2978, 418, 5537, 6053, 2470, 3496, 938, 426, 11179, 6061, 4010, 1455, 9643, 7602, 3506, 949, 3509, 6070, 8632, 4022, 3515, 1980, 5565, 9147, 4544, 450, 34242, 8133, 967, 12231, 12237, 4045, 9679, 2511, 2002, 2004, 3541, 1494, 3032, 1497, 3546, 3033, 989, 991, 8671, 1505, 489, 1001, 4585, 1004, 3049, 5102, 2543, 3568, 13297, 3563, 2547, 4084, 2037, 4592, 5625, 3578, 1019, 7164]",Nizatidine,drug,diffuse gastric adenocarcinoma,disease
16063,32313,"[22272, 23233, 22788, 24229, 22968, 84903, 84456, 84905, 86923, 94251, 23089, 22675, 25365, 23000, 25279]","[6567, 6504, 5203, 1012, 341, 13014, 9469]",Scopolamine,drug,Haddad syndrome,disease
17064,28651,"[26180, 88486, 22759, 91382, 89272]","[8705, 3078, 4103, 5638, 4618, 4109, 528, 9232, 8210, 7188, 8212, 1047, 1050, 22043, 29, 1567, 1057, 9761, 10277, 11813, 5671, 22057, 12842, 568, 5688, 6206, 7239, 12359, 12876, 8781, 10833, 12372, 7765, 9815, 6233, 1116, 8798, 1122, 2148, 3176, 11881, 7787, 5230, 8822, 7287, 3192, 10361, 9340, 4221, 9345, 1154, 3203, 7300, 7297, 11911, 3209, 143, 4757, 8345, 13986, 10915, 7335, 13479, 176, 178, 12467, 9402, 8380, 5310, 6848, 709, 1228, 9938, 10452, 213, 11482, 11994, 2271, 8416, 5345, 2786, 1760, 2791, 1256, 5354, 1772, 4845, 10997, 6901, 8441, 4859, 3841, 6403, 11523, 9475, 4872, 12554, 6411, 34570, 3858, 6418, 7955, 13589, 34580, 9495, 34581, 2329, 34582, 5915, 34583, 34584, 34585, 34586, 34587, 34588, 8994, 34589, 4900, 805, 3879, 6959, 2863, 4912, 6453, 5432, 4923, 9019, 5443, 6983, 4425, 6985, 13642, 5966, 2384, 1876, 341, 2388, 3417, 4959, 864, 12128, 8036, 8038, 3431, 4968, 3433, 5481, 361, 12653, 4465, 375, 7031, 11639, 4989, 7040, 13697, 8070, 6541, 3471, 3474, 410, 6556, 6558, 5022, 6561, 4003, 421, 2982, 13221, 12713, 3513, 13242, 3003, 6081, 2497, 1986, 1475, 11717, 4550, 1479, 1480, 8140, 10701, 21972, 13780, 1494, 5591, 34268, 9181, 2526, 5086, 989, 12769, 8163, 5092, 21990, 3047, 4584, 21991, 5098, 9194, 9196, 6125, 34286, 10745]",Meprobamate,drug,monogenic obesity,disease
14685,33064,"[25824, 88772, 87238, 25415, 84808, 22408, 24394, 90479, 22354, 22613, 24342, 24405, 84826, 22331, 93118]","[8256, 3849, 749]",Progesterone,drug,retinal artery occlusion,disease
14330,27740,"[23489, 22759, 94152, 86153, 22952, 25547, 22124, 89256, 90830, 23212, 23984, 88529, 89255, 22933, 89151]","[8733, 6002, 1908, 6973, 3231]",Fosphenytoin,drug,adult idiopathic neutropenia,disease
15495,31618,"[23168, 22272, 86923, 23186, 22291, 22292, 25365, 22682, 84639, 22945, 24611, 24229, 26284, 25147, 25663, 22594, 84432, 23000, 23266, 23268, 22759, 26099, 25597]","[35033, 6567, 6504, 5203, 1012, 341, 13014, 6329, 9469]",Estazolam,drug,congenital central hypoventilation syndrome,disease
14211,30827,"[22757, 22759]","[769, 11521, 6019, 3588, 6017, 12936, 395, 1036, 8205, 8845, 1298, 3986, 7702, 25, 5915, 2423, 6175, 8481, 2978, 2551, 8484, 1314, 2601, 1066, 426, 3246, 10031, 177, 178, 34226, 5558, 11703, 3000, 8637, 7105, 449, 8132, 5831, 22090, 207, 2768, 1233, 4178, 9171, 1748, 6996, 9563, 2140, 1373, 1757, 34908, 8288, 8035, 3556, 12537, 8294, 746, 749, 12653, 2543, 5361, 2803, 4084, 9076, 4339, 375, 504, 1529, 12282, 1788, 125, 8318]",Estrone,drug,endometrial cancer,disease
15501,30035,"[25308, 90791]","[8192, 34820, 34821, 8198, 12295, 34822, 2057, 34823, 34824, 34825, 34826, 34827, 15, 12304, 34828, 34829, 34830, 8212, 34831, 22, 34832, 8216, 34833, 12315, 29, 6175, 8230, 43, 2096, 10293, 4151, 6199, 4152, 61, 4171, 6220, 12367, 4175, 2134, 2143, 6244, 2151, 10346, 4213, 4215, 125, 4221, 2188, 144, 178, 6328, 6329, 12479, 12482, 197, 2248, 12489, 12510, 2277, 6374, 10470, 2281, 8437, 8439, 248, 12537, 12538, 10491, 12539, 10495, 8454, 8464, 4369, 6418, 2322, 35088, 10518, 6424, 12571, 6428, 8476, 286, 287, 6440, 12586, 8497, 6453, 6457, 10556, 10559, 321, 12611, 4420, 4425, 2379, 2387, 12629, 341, 2396, 2398, 2401, 363, 12653, 4468, 375, 381, 12671, 4480, 6529, 389, 390, 4489, 6541, 12691, 2452, 10645, 10654, 418, 2472, 10667, 12724, 4536, 2499, 452, 457, 4554, 4566, 4582, 492, 4593, 10744, 4601, 509, 8702, 6657, 4618, 4620, 10764, 526, 527, 525, 10771, 532, 8726, 6679, 2591, 6691, 8747, 560, 10805, 587, 8781, 4686, 10833, 10835, 6739, 6740, 610, 2672, 12915, 8829, 8832, 12931, 2692, 647, 6792, 12937, 8855, 6808, 4760, 666, 676, 2741, 4794, 12987, 4814, 4815, 13024, 2789, 744, 8936, 748, 2797, 6898, 10997, 8960, 11011, 2820, 2825, 13075, 8979, 799, 11043, 8999, 13097, 4909, 4910, 6964, 11062, 11066, 13115, 9021, 4932, 9029, 4937, 4941, 13147, 7006, 864, 866, 9060, 11123, 11136, 11147, 5009, 2966, 5018, 2983, 11179, 2992, 11185, 9148, 13248, 7110, 5063, 968, 5065, 974, 11215, 983, 985, 9180, 11235, 5092, 11239, 9196, 1004, 5100, 1012, 5109, 1014, 11253, 13309, 13313, 5122, 11267, 3080, 5130, 33805, 13330, 33818, 3100, 1057, 5156, 11301, 3111, 13355, 1069, 33840, 33851, 33856, 1089, 33867, 1101, 33870, 33885, 7266, 7267, 5228, 13423, 3199, 1151, 5256, 1162, 13457, 33938, 11412, 9373, 3235, 33955, 33956, 13479, 5292, 33964, 9399, 5306, 3259, 7359, 33985, 1228, 34005, 11479, 1246, 34026, 34027, 34028, 34029, 34030, 34031, 34032, 34033, 34034, 34035, 34036, 34037, 34038, 34039, 34040, 34041, 34042, 34043, 34044, 34045, 34046, 13560, 11523, 1289, 5388, 9487, 3344, 11536, 11539, 9500, 11548, 1311, 1312, 1320, 7466, 3379, 5429, 1335, 3384, 5439, 7490, 7497, 1357, 5454, 13647, 7506, 9558, 3417, 1373, 9574, 1385, 5491, 13688, 7546, 34176, 5507, 3465, 5513, 3466, 3474, 1428, 13718, 9640, 7615, 1475, 1480, 9679, 21972, 1497, 11738, 1503, 13800, 13807, 34290, 9718, 11768, 5624, 11771, 5638, 22024, 13841, 22038, 22039, 5655, 22043, 1567, 11808, 7716, 22057, 3628, 5677, 22068, 13877, 13878, 34358, 3648, 7747, 1605, 22092, 34382, 11857, 7764, 5720, 13915, 3688, 11881, 1650, 13939, 7801, 1658, 1659, 1665, 34434, 5765, 13987, 3764, 9915, 3774, 7877, 9929, 11978, 11992, 5856, 1760, 3812, 1770, 5877, 1785, 34553, 34555, 1798, 1803, 1810, 7955, 7968, 3879, 1836, 7981, 7986, 34612, 1850, 3901, 10047, 34629, 1863, 1866, 5963, 8013, 10062, 10066, 1876, 10074, 3932, 8029, 34654, 1887, 10084, 10093, 1908, 10102, 12166, 1927, 1929, 3980, 12173, 10129, 34722, 4003, 34723, 34724, 34725, 34726, 34727, 34728, 10154, 34729, 34730, 8109, 34731, 34732, 34733, 34734, 34735, 34736, 10164, 34737, 1968, 4023, 4026, 8130, 8136, 6090, 12236, 1996, 12238, 2001, 2002, 4063, 10215, 34792, 34793, 10218, 2027]",Sitagliptin,drug,substance abuse/dependence,disease
14751,33594,"[94242, 22979, 94148, 23080, 94522, 94356, 94521, 94170]","[3233, 2498, 10984, 4941, 6926, 13453, 2965, 4086, 11482, 8733, 5534]",Zinc sulfate,drug,diarrheal disease,disease
14670,33534,"[89987, 24582, 22791, 26760, 24461, 25742, 85009, 25746, 24337, 22674, 22934, 22682, 22939, 92960, 23073, 22952, 93481, 85550, 23214, 84526, 22323, 94135, 25150, 25663, 22718, 33730, 90050, 23234, 23368, 22474, 23000, 25562, 23002, 23901, 22879, 26336, 23011, 94319, 86257, 23284, 23157, 22262, 23158, 26356, 90741, 25596]","[11008, 4866, 388, 5129, 5136, 3858, 2579, 1300, 3478, 34966, 6168, 34967, 34968, 6684, 2461, 5022, 1567, 3109, 2983, 7083, 8748, 5035, 22062, 13740, 2096, 12076, 9011, 9012, 9526, 567, 1592, 2874, 2618, 3646, 3647, 1990, 4425, 2507, 844, 5195, 22094, 6095, 2384, 12881, 9171, 3414, 731, 3932, 9695, 1504, 11617, 7522, 5604, 12028, 1127, 7656, 6250, 1258, 8428, 4205, 2797, 8813, 8952, 12907, 7922, 4594, 119, 7032, 13818, 1148, 3581]",Drospirenone,drug,pediatric systemic lupus erythematosus,disease
14992,28052,"[89216, 24199, 84369, 94225, 84373, 85015, 23832, 24216, 84887, 23835, 91031, 22946, 85282, 22824, 91048, 22827, 22828, 22831, 22835, 22837, 26174, 23488, 22848, 26180, 88903, 84936, 25672, 22859, 84940, 23373, 84948, 22879, 26336, 93666, 23011, 22759, 86120, 23914, 25201, 84339, 84472, 23929, 84348]","[1666, 387, 12036, 2693, 647, 7177, 3084, 1935, 5777, 8211, 11283, 1173, 12823, 25, 1052, 13981, 2465, 7715, 3619, 8486, 12585, 9898, 11050, 1455, 5047, 9533, 3395, 1221, 1606, 6727, 10694, 8393, 596, 213, 1366, 13015, 1495, 2773, 11738, 988, 11612, 3421, 3679, 1760, 5601, 2658, 1508, 11497, 2155, 4845, 9965, 878, 1646, 4209, 12525, 2417, 8821, 4341, 631, 4984, 1785, 1403, 3967]",Itraconazole,drug,hypertrophic cardiomyopathy,disease
16350,32584,"[22788, 23560, 84490, 84363, 87311, 87323, 84384, 22177, 24611, 84517, 85029, 25253, 90410, 84524, 87341, 26674, 23731, 24370, 23733, 24502, 25655, 22711, 22966, 87097, 26675, 94399, 22470, 23366, 85837, 88528, 87505, 88282, 88923, 89436, 87264, 89056, 23908, 93540, 25575, 87531, 87533, 22639, 23157, 85366, 84728, 22522, 89213, 24574]","[2616, 9563, 6684, 1239]",Citric acid,drug,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,disease
15296,30879,"[85120, 22307, 26180, 25381, 88749, 23984, 25552, 22675, 22933, 23000, 85561, 23038]","[6002, 1908, 8733, 3231]",Griseofulvin,drug,Kostmann syndrome,disease
15762,28231,"[22759, 23886, 22831, 22834, 23958]",[5299],Trandolapril,drug,supravalvular aortic stenosis (disease),disease
14241,30324,"[84673, 85562, 85618, 22759]",[10319],Fentanyl,drug,blepharospasm,disease
14884,28249,"[24326, 22759, 86984, 84886, 84695, 85561]","[8192, 8198, 6155, 12301, 10257, 8222, 4127, 6175, 33, 2082, 8226, 8230, 39, 8242, 6195, 62, 10303, 6212, 4165, 6220, 12364, 10319, 80, 6229, 4186, 2142, 2143, 2152, 12398, 116, 4213, 123, 6299, 4252, 8353, 6311, 6315, 176, 6320, 6329, 10429, 8381, 35013, 12489, 2258, 213, 8411, 12510, 4322, 8425, 235, 2283, 238, 2288, 249, 4347, 4348, 4358, 4360, 2316, 10508, 8464, 272, 8467, 6424, 2329, 286, 8486, 4393, 8491, 300, 4401, 6453, 2368, 4419, 4420, 6469, 341, 4437, 6487, 2396, 8542, 351, 2401, 2408, 12650, 4468, 375, 2424, 2429, 2432, 6529, 389, 4497, 2452, 418, 10660, 2471, 6569, 4523, 6579, 12724, 2494, 8641, 452, 457, 470, 4567, 6627, 4579, 2533, 497, 498, 509, 4608, 12801, 2565, 518, 4620, 525, 2579, 2585, 2591, 2603, 12844, 8757, 569, 6715, 8766, 6718, 8783, 6736, 594, 6739, 10835, 6742, 604, 609, 610, 611, 8805, 2672, 635, 6782, 8832, 6792, 2699, 656, 4757, 6808, 10905, 2719, 4768, 10915, 10928, 702, 13009, 2771, 10968, 6874, 10976, 2787, 2789, 4839, 8936, 6889, 4842, 748, 749, 4848, 4859, 13053, 11016, 4875, 11020, 2833, 4883, 2844, 8999, 13097, 11049, 11066, 828, 9021, 2882, 837, 9029, 2889, 13129, 4941, 2894, 2895, 4949, 6998, 2902, 4952, 13145, 9054, 4959, 864, 11114, 2925, 9074, 11123, 2938, 11136, 2947, 5000, 7055, 7057, 5022, 928, 2978, 7083, 11179, 5035, 3004, 3006, 11214, 11215, 11216, 13271, 13277, 13289, 3051, 9196, 1004, 5100, 1007, 33775, 5103, 33779, 1012, 1013, 33780, 33791, 33792, 7177, 33804, 33805, 11282, 33810, 33815, 1050, 33818, 5149, 33823, 1057, 9252, 33830, 3111, 1069, 1070, 7214, 33840, 5169, 33843, 33845, 33846, 5176, 33856, 33859, 33878, 33879, 1120, 1124, 11366, 3174, 1129, 5227, 33900, 33902, 1136, 33908, 33909, 7287, 11384, 33917, 3199, 3203, 11399, 13457, 11427, 13479, 7336, 9384, 1195, 5306, 3259, 9403, 13504, 3265, 7372, 7379, 1246, 3294, 13534, 9441, 34035, 11509, 34043, 34045, 13566, 13571, 9478, 11528, 5388, 11534, 9487, 1296, 3345, 11537, 1298, 11539, 13589, 11536, 3348, 9500, 1311, 7457, 3378, 3380, 5429, 1332, 3381, 9543, 3400, 7497, 5454, 7505, 13652, 3417, 1395, 3450, 13692, 9598, 5503, 3456, 3466, 9611, 11663, 3474, 13718, 11682, 3493, 3495, 13736, 13740, 5562, 7615, 7618, 3523, 1475, 3526, 13771, 7628, 9679, 21971, 1493, 1494, 7641, 3546, 21982, 13800, 3567, 11761, 22004, 5624, 1530, 7678, 1538, 13841, 22039, 11800, 1567, 7715, 1574, 11817, 13872, 11825, 11830, 5697, 34374, 34375, 34376, 11849, 22092, 11857, 3669, 5720, 7773, 13926, 5739, 1650, 5752, 7802, 1659, 7818, 11920, 1687, 9889, 3749, 14002, 1727, 11967, 9929, 7890, 3796, 11992, 3803, 11997, 7902, 1760, 3809, 5859, 1770, 9964, 34553, 12026, 7934, 5889, 1806, 1810, 10005, 3865, 7962, 34591, 34592, 34593, 34594, 34595, 34596, 34597, 3878, 3879, 34598, 34599, 34600, 34601, 1836, 34602, 34603, 34604, 34605, 34606, 1861, 1863, 8008, 5963, 8013, 10062, 1876, 12120, 12140, 10093, 12165, 1927, 1928, 3980, 12173, 8077, 3989, 3996, 1953, 12195, 1968, 1970, 10164, 4026, 10172, 8130, 10180, 12234, 2000, 6098, 2003, 2017, 10218, 6129]",Phenelzine,drug,major affective disorder,disease
20320,33679,"[94408, 23033]","[1760, 8805, 12165, 172, 213, 1494, 509]",Cobalamin,drug,potassium deficiency disease,disease
20425,29307,"[26180, 85002, 84461, 87508, 85368]","[1760, 13575, 361, 8618, 844, 2797, 9392, 1497]",Chromium picolinate,drug,nephrolithiasis susceptibility caused by SLC26A1,disease
15322,29188,"[22124, 22933, 26180]","[6671, 6002, 1908, 8733, 3231]",Norfloxacin,drug,autosomal recessive severe congenital neutropenia due to CSF3R deficiency,disease
20324,33622,"[22929, 94314]","[709, 361, 1995, 6829, 5008, 34173]",Triethylenetetramine,drug,microcytic anemia,disease
14286,32928,"[91399, 22536, 87306, 85002, 84878, 87315, 22934, 85401, 24475, 24479, 23844, 22180, 84774, 22949, 22952, 22953, 23079, 22699, 24492, 23855, 90800, 26162, 85174, 23863, 84920, 84409, 22585, 22713, 23097, 23103, 33727, 24520, 84424, 84425, 22735, 85204, 84694, 84695, 23000, 23129, 25944, 25310, 23013, 89319, 24305, 23157]","[8579, 902, 7957, 8470, 1943, 2329, 8733, 3761, 186, 4676, 4941, 591, 2383, 213, 4694, 4315, 2400, 1760, 6885, 2920, 1897, 10221, 5488, 8946]",Rifampicin,drug,acute liver failure,disease
15539,27626,"[85000, 26377, 26378, 22933, 22934, 84885, 22550, 27038, 86302, 88993, 88994, 84771, 22180, 84774, 85032, 89005, 86191, 26674, 84663, 26180, 90830, 87375, 23764, 92635, 92636, 85853, 89060, 22759, 86007, 24953, 86012]","[513, 2281, 362, 4109, 1170, 1370]",Ixabepilone,drug,thrombocytopenia,disease
20303,32313,"[22272, 23233, 22788, 24229, 22968, 84903, 84456, 84905, 86923, 94251, 23089, 22675, 25365, 23000, 25279]","[6567, 6504, 5203, 1012, 341, 13014, 9469]",Trolnitrate,drug,Haddad syndrome,disease
14990,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Chlorpheniramine,drug,diabetes mellitus (disease),disease
14590,33598,"[26376, 94264, 23039]","[6144, 8069, 9485, 34574, 34575, 5137, 1810, 13075, 8979, 3350, 3607, 2711, 2329, 29, 11677, 1567, 6175, 802, 6307, 13097, 3114, 5938, 2099, 7346, 7287, 319, 8256, 10434, 2375, 4425, 2889, 4941, 1874, 2515, 11860, 4182, 3289, 4315, 11356, 13535, 7136, 2016, 9570, 5731, 11744, 611, 9448, 4584, 4968, 361, 1004, 8428, 1904, 3060, 373, 9207, 632, 7161]",Ozanimod,drug,stroke disorder,disease
16066,32719,"[22272, 23298, 85891, 88450, 22791, 25608, 22282, 22675, 26771, 84628, 23189, 22679, 22681, 22304, 24611, 24100, 25381, 22183, 25644, 22191, 22447, 22831, 85300, 25654, 22585, 22204, 89407, 84930, 84803, 22341, 22343, 22472, 22984, 85194, 22478, 22480, 22484, 84695, 22488, 26983, 22250, 23915, 22252, 84460, 22133, 25974, 22264, 84729, 24444, 23166]","[2432, 22017, 34594, 4387, 22019, 35269, 12454, 4615, 424, 13673, 35209, 11727, 7951, 13586, 6642, 8376, 33915, 2175]",Brompheniramine,drug,congenital hypothyroidism,disease
14984,29854,"[89991, 89096, 89229, 88985, 87068, 92957, 22815, 22946, 23845, 25644, 23860, 23864, 84409, 26938, 22203, 85193, 22217, 22227, 22999, 23005, 89057, 23011, 22759, 23157, 23158, 25207]","[7872, 11146, 7922, 5733]",Felodipine,drug,hereditary angioedema,disease
20290,29014,"[22368, 22594, 24229, 22759, 22831, 26768, 25365, 23000, 23934]","[35072, 1682, 8338, 34583, 12059, 6567, 33964, 33838, 6195, 8376, 4026, 12989, 3645, 22081, 3266, 579, 34755, 33859, 2504, 7497, 12493, 3285, 13014, 4446, 12510, 6504, 34280, 1012, 6907, 35069, 35070, 35071]","Sodium phosphate, monobasic",drug,Hirschsprung disease-ganglioneuroblastoma syndrome,disease
20303,31072,"[25610, 22679, 22439, 23469, 25520, 85174, 84409, 94396, 87489, 84675, 26180, 33733, 84808, 22354, 22613, 84695, 23002, 25201, 26484, 84469, 23157]",[22049],Trolnitrate,drug,pseudotumor cerebri,disease
15507,33699,"[23866, 94523, 94509]","[4672, 2531, 9671, 4010, 8556, 2797, 5137, 1874, 5938, 7034, 33949, 6175]",Mestranol,drug,pulmonary embolism (disease),disease
15104,33657,"[22496, 94347, 24486]","[7713, 34594, 22019, 35209, 3947, 11727, 33915]",Dextromethorphan,drug,goiter (disease),disease
14806,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Entacapone,drug,myocardial infarction (disease),disease
14061,33598,"[26376, 94264, 23039]","[6144, 8069, 9485, 34574, 34575, 5137, 1810, 13075, 8979, 3350, 3607, 2711, 2329, 29, 11677, 1567, 6175, 802, 6307, 13097, 3114, 5938, 2099, 7346, 7287, 319, 8256, 10434, 2375, 4425, 2889, 4941, 1874, 2515, 11860, 4182, 3289, 4315, 11356, 13535, 7136, 2016, 9570, 5731, 11744, 611, 9448, 4584, 4968, 361, 1004, 8428, 1904, 3060, 373, 9207, 632, 7161]",Diclofenac,drug,stroke disorder,disease
16057,33714,"[93737, 22987, 22988, 94534]","[2978, 9029, 4425, 12842, 1740, 12766, 4959]",Hyoscyamine,drug,esophagitis (disease),disease
15458,32033,"[94405, 22759, 22679, 94488, 94489]","[4969, 5578, 4213, 4889]",Ergotamine,drug,insomnia (disease),disease
15870,30382,[25308],"[8256, 5056, 2017, 611, 5092, 10833, 4497, 10835, 5938, 5137, 4182, 11860, 6936, 3289, 29]",Amifostine,drug,obsolete susceptibility to ischemic stroke,disease
14221,33064,"[25824, 88772, 87238, 25415, 84808, 22408, 24394, 90479, 22354, 22613, 24342, 24405, 84826, 22331, 93118]","[8256, 3849, 749]",Norethisterone,drug,retinal artery occlusion,disease
20472,27286,"[23043, 22788, 24197, 89095, 24199, 24331, 93711, 22682, 22939, 24475, 84385, 90401, 87331, 22692, 22180, 25254, 24611, 22699, 25520, 22965, 22453, 22585, 26681, 22715, 25791, 26180, 22470, 23110, 85065, 22476, 88525, 94159, 22998, 22744, 23129, 23000, 23135, 22879, 87653, 84460, 94188, 84852, 23157, 23417, 22522]","[7457, 12289, 5829, 7302, 13706, 34890, 10413, 34095, 9529, 6011]",Lactulose,drug,galactosemia,disease
